"","Campaign.id","Date","Click.count"
"323",11801,"2018-09-09",4
"324",11801,"2018-09-10",1598
"325",11801,"2018-09-11",699
"326",11801,"2018-09-12",765
"327",11801,"2018-09-13",1054
"328",11801,"2018-09-14",11844
"329",11801,"2018-09-15",12619
"330",11801,"2018-09-16",13433
"331",11801,"2018-09-17",10806
"332",11801,"2018-09-18",10161
"333",11801,"2018-09-19",12405
"334",11801,"2018-09-20",11372
"335",11801,"2018-09-21",11847
"336",11801,"2018-09-22",6438
"337",11801,"2018-09-23",10357
"338",11801,"2018-09-24",10866
"339",11801,"2018-09-25",11292
"340",11801,"2018-09-26",5169
"341",11801,"2018-09-27",7635
"342",11801,"2018-09-28",14581
"343",11801,"2018-09-29",13117
"344",11801,"2018-09-30",645
"345",11801,"2018-10-01",1441
"346",11801,"2018-10-02",1421
"347",11801,"2018-10-03",2217
"348",11801,"2018-10-04",1978
"349",11801,"2018-10-05",1495
"350",11801,"2018-10-06",1215
"351",11801,"2018-10-07",1060
"352",11801,"2018-10-08",4162
"353",11801,"2018-10-09",5316
"354",11801,"2018-10-10",5188
"355",11801,"2018-10-11",4885
"356",11801,"2018-10-12",5284
"357",11801,"2018-10-13",4340
"358",11801,"2018-10-14",4366
"359",11801,"2018-10-15",6194
"360",11801,"2018-10-16",4820
"361",11801,"2018-10-17",4731
"362",11801,"2018-10-18",4676
"363",11801,"2018-10-19",4885
"364",11801,"2018-10-20",4510
"365",11801,"2018-10-21",4401
"366",11801,"2018-10-22",2167
"367",11801,"2018-10-23",27162
"368",11801,"2018-10-24",21630
"369",11801,"2018-10-25",5262
"370",11801,"2018-10-26",7813
"371",11801,"2018-10-27",9926
"372",11801,"2018-10-28",14420
"373",11801,"2018-10-29",7299
"374",11801,"2018-10-30",373
"375",11801,"2018-10-31",262
"376",11801,"2018-11-01",220
"377",11801,"2018-11-02",220
"378",11801,"2018-11-03",169
"379",11801,"2018-11-04",137
"380",11801,"2018-11-05",139
"381",11801,"2018-11-06",92
"382",11801,"2018-11-07",119
"383",11801,"2018-11-08",97
"384",11801,"2018-11-09",100
"385",11801,"2018-11-10",104
"386",11801,"2018-11-11",99
"387",11801,"2018-11-12",77
"388",11801,"2018-11-13",68
"389",11801,"2018-11-14",67
"390",11801,"2018-11-15",60
"391",11801,"2018-11-16",57
"392",11801,"2018-11-17",72
"393",11801,"2018-11-18",49
"394",11801,"2018-11-19",47
"395",11801,"2018-11-20",43
"396",11801,"2018-11-21",40
"397",11801,"2018-11-22",34
"398",11801,"2018-11-23",34
"399",11801,"2018-11-24",48
"400",11801,"2018-11-25",57
"401",11801,"2018-11-26",46
"402",11801,"2018-11-27",34
"403",11801,"2018-11-28",31
"404",11801,"2018-11-29",30
"405",11801,"2018-11-30",39
"406",11801,"2018-12-01",44
"407",11801,"2018-12-02",42
"408",11801,"2018-12-03",22
"409",11801,"2018-12-04",25
"410",11801,"2018-12-05",31
"411",11801,"2018-12-06",23
"412",11801,"2018-12-07",22
"413",11801,"2018-12-08",28
"414",11801,"2018-12-09",21
"415",11801,"2018-12-10",34
"416",11801,"2018-12-11",27
"417",11801,"2018-12-12",25
"418",11801,"2018-12-13",31
"419",11801,"2018-12-14",21
"420",11801,"2018-12-15",20
"421",11801,"2018-12-16",22
"422",11801,"2018-12-17",20
"423",11801,"2018-12-18",17
"424",11801,"2018-12-19",27
"425",11801,"2018-12-20",18
"426",11801,"2018-12-21",20
"427",11801,"2018-12-22",17
"428",11801,"2018-12-23",16
"429",11801,"2018-12-24",16
"430",11801,"2018-12-25",21
"431",11801,"2018-12-26",16
"432",11801,"2018-12-27",13
"433",11801,"2018-12-28",9
"434",11801,"2018-12-29",15
"435",11801,"2018-12-30",14
"436",11801,"2018-12-31",1
"437",11801,"2019-01-02",10
"438",11801,"2019-01-03",13
"439",11801,"2019-01-04",10
"440",11801,"2019-01-05",16
"441",11801,"2019-01-06",13
"442",11801,"2019-01-07",8
"443",11801,"2019-01-08",7
"444",11801,"2019-01-09",8
"445",11801,"2019-01-10",11
"446",11801,"2019-01-11",9
"447",11801,"2019-01-12",11
"448",11801,"2019-01-13",15
"449",11801,"2019-01-14",7
"450",11801,"2019-01-15",14
"451",11801,"2019-01-16",12
"452",11801,"2019-01-17",10
"453",11801,"2019-01-18",7
"454",11801,"2019-01-19",12
"455",11801,"2019-01-20",10
"456",11801,"2019-01-21",8
"457",11801,"2019-01-22",3
"458",11801,"2019-01-25",2
"459",11801,"2019-01-26",8
"460",11801,"2019-01-27",9
"461",11801,"2019-01-28",2
"462",11801,"2019-01-29",7
"463",11801,"2019-01-30",10
"464",11801,"2019-01-31",7
"465",12501,"2018-08-29",2617
"466",12501,"2018-08-30",19
"467",12501,"2018-08-31",22
"468",12501,"2018-09-01",8
"469",12501,"2018-09-02",15
"470",12501,"2018-09-03",3
"471",12501,"2018-09-04",9
"472",12501,"2018-09-05",12
"473",12501,"2018-09-06",10
"474",12501,"2018-09-07",15
"475",12501,"2018-09-08",11
"476",12501,"2018-09-09",8
"477",12501,"2018-09-10",1458
"478",12501,"2018-09-11",749
"479",12501,"2018-09-12",903
"480",12501,"2018-09-13",1076
"481",12501,"2018-09-14",1170
"482",12501,"2018-09-15",1136
"483",12501,"2018-09-16",1288
"484",12501,"2018-09-17",7716
"485",12501,"2018-09-18",5335
"486",12501,"2018-09-19",9220
"487",12501,"2018-09-20",9052
"488",12501,"2018-09-21",8735
"489",12501,"2018-09-22",5730
"490",12501,"2018-09-23",12587
"491",12501,"2018-09-24",9937
"492",12501,"2018-09-25",10394
"493",12501,"2018-09-26",6871
"494",12501,"2018-09-27",2599
"495",12501,"2018-09-28",19152
"496",12501,"2018-09-29",9296
"497",12501,"2018-09-30",542
"498",12501,"2018-10-01",1151
"499",12501,"2018-10-02",1004
"500",12501,"2018-10-03",5250
"501",12501,"2018-10-04",3688
"502",12501,"2018-10-05",2876
"503",12501,"2018-10-06",1692
"504",12501,"2018-10-07",1260
"505",12501,"2018-10-08",3567
"506",12501,"2018-10-09",4879
"507",12501,"2018-10-10",4553
"508",12501,"2018-10-11",4629
"509",12501,"2018-10-12",5396
"510",12501,"2018-10-13",3682
"511",12501,"2018-10-14",3826
"512",12501,"2018-10-15",8718
"513",12501,"2018-10-16",8133
"514",12501,"2018-10-17",7258
"515",12501,"2018-10-18",3498
"516",12501,"2018-10-19",4262
"517",12501,"2018-10-20",4439
"518",12501,"2018-10-21",3980
"519",12501,"2018-10-22",1421
"520",12501,"2018-10-23",22846
"521",12501,"2018-10-24",21065
"522",12501,"2018-10-25",4850
"523",12501,"2018-10-26",6197
"524",12501,"2018-10-27",5867
"525",12501,"2018-10-28",6500
"526",12501,"2018-10-29",63258
"527",12501,"2018-10-30",312
"528",12501,"2018-10-31",216
"529",12501,"2018-11-01",191
"530",12501,"2018-11-02",187
"531",12501,"2018-11-03",128
"532",12501,"2018-11-04",121
"533",12501,"2018-11-05",100
"534",12501,"2018-11-06",87
"535",12501,"2018-11-07",88
"536",12501,"2018-11-08",75
"537",12501,"2018-11-09",73
"538",12501,"2018-11-10",72
"539",12501,"2018-11-11",55
"540",12501,"2018-11-12",59
"541",12501,"2018-11-13",56
"542",12501,"2018-11-14",50
"543",12501,"2018-11-15",45
"544",12501,"2018-11-16",54
"545",12501,"2018-11-17",41
"546",12501,"2018-11-18",54
"547",12501,"2018-11-19",44
"548",12501,"2018-11-20",45
"549",12501,"2018-11-21",38
"550",12501,"2018-11-22",34
"551",12501,"2018-11-23",34
"552",12501,"2018-11-24",36
"553",12501,"2018-11-25",31
"554",12501,"2018-11-26",32
"555",12501,"2018-11-27",26
"556",12501,"2018-11-28",37
"557",12501,"2018-11-29",25
"558",12501,"2018-11-30",26
"559",12501,"2018-12-01",18
"560",12501,"2018-12-02",26
"561",12501,"2018-12-03",28
"562",12501,"2018-12-04",13
"563",12501,"2018-12-05",26
"564",12501,"2018-12-06",17
"565",12501,"2018-12-07",24
"566",12501,"2018-12-08",17
"567",12501,"2018-12-09",27
"568",12501,"2018-12-10",17
"569",12501,"2018-12-11",19
"570",12501,"2018-12-12",15
"571",12501,"2018-12-13",20
"572",12501,"2018-12-14",24
"573",12501,"2018-12-15",15
"574",12501,"2018-12-16",15
"575",12501,"2018-12-17",19
"576",12501,"2018-12-18",20
"577",12501,"2018-12-19",27
"578",12501,"2018-12-20",8
"579",12501,"2018-12-21",24
"580",12501,"2018-12-22",16
"581",12501,"2018-12-23",12
"582",12501,"2018-12-24",20
"583",12501,"2018-12-25",10
"584",12501,"2018-12-26",12
"585",12501,"2018-12-27",10
"586",12501,"2018-12-28",8
"587",12501,"2018-12-29",8
"588",12501,"2018-12-30",11
"589",12501,"2019-01-02",14
"590",12501,"2019-01-03",979
"591",12501,"2019-01-04",587
"592",12501,"2019-01-05",618
"593",12501,"2019-01-06",659
"594",12501,"2019-01-07",647
"595",12501,"2019-01-08",676
"596",12501,"2019-01-09",3896
"597",12501,"2019-01-10",2820
"598",12501,"2019-01-11",2344
"599",12501,"2019-01-12",2992
"600",12501,"2019-01-13",3151
"601",12501,"2019-01-14",2236
"602",12501,"2019-01-15",2234
"603",12501,"2019-01-16",2514
"604",12501,"2019-01-17",2744
"605",12501,"2019-01-18",2041
"606",12501,"2019-01-19",3113
"607",12501,"2019-01-20",2912
"608",12501,"2019-01-21",1513
"609",12501,"2019-01-22",452
"610",12501,"2019-01-25",570
"611",12501,"2019-01-26",1932
"612",12501,"2019-01-27",2046
"613",12501,"2019-01-28",2284
"614",12501,"2019-01-29",7064
"615",12501,"2019-01-30",8225
"616",12501,"2019-01-31",373
"617",12502,"2018-08-30",1
"618",12502,"2018-08-31",173
"619",12502,"2018-09-01",906
"620",12502,"2018-09-02",883
"621",12502,"2018-09-03",2556
"622",12502,"2018-09-04",1782
"623",12502,"2018-09-05",1826
"624",12502,"2018-09-06",1850
"625",12502,"2018-09-07",1759
"626",12502,"2018-09-08",1522
"627",12502,"2018-09-09",1869
"628",12502,"2018-09-10",1872
"629",12502,"2018-09-11",1944
"630",12502,"2018-09-12",2007
"631",12502,"2018-09-13",1526
"632",12502,"2018-09-14",1839
"633",12502,"2018-09-15",1847
"634",12502,"2018-09-16",1795
"635",12502,"2018-09-17",1608
"636",12502,"2018-09-18",1646
"637",12502,"2018-09-19",1619
"638",12502,"2018-09-20",9215
"639",12502,"2018-09-21",4628
"640",12502,"2018-09-22",7275
"641",12502,"2018-09-23",6756
"642",12502,"2018-09-24",7893
"643",12502,"2018-09-25",6633
"644",12502,"2018-09-26",3745
"645",12502,"2018-09-27",521
"646",12502,"2018-09-28",579
"647",12502,"2018-09-29",496
"648",12502,"2018-09-30",466
"649",12502,"2018-10-01",1174
"650",12502,"2018-10-02",986
"651",12502,"2018-10-03",3002
"652",12502,"2018-10-04",2865
"653",12502,"2018-10-05",2916
"654",12502,"2018-10-06",3680
"655",12502,"2018-10-07",4067
"656",12502,"2018-10-08",3885
"657",12502,"2018-10-09",4206
"658",12502,"2018-10-10",3758
"659",12502,"2018-10-11",3112
"660",12502,"2018-10-12",3313
"661",12502,"2018-10-13",3312
"662",12502,"2018-10-14",3926
"663",12502,"2018-10-15",3259
"664",12502,"2018-10-16",3307
"665",12502,"2018-10-17",3265
"666",12502,"2018-10-18",3449
"667",12502,"2018-10-19",3444
"668",12502,"2018-10-20",3248
"669",12502,"2018-10-21",2857
"670",12502,"2018-10-22",2825
"671",12502,"2018-10-23",2778
"672",12502,"2018-10-24",2706
"673",12502,"2018-10-25",2717
"674",12502,"2018-10-26",1938
"675",12502,"2018-10-27",1477
"676",12502,"2018-10-28",1355
"677",12502,"2018-10-29",1029
"678",12502,"2018-10-30",769
"679",12502,"2018-10-31",306
"680",12502,"2018-11-01",1877
"681",12502,"2018-11-02",1931
"682",12502,"2018-11-03",1686
"683",12502,"2018-11-04",2163
"684",12502,"2018-11-05",1759
"685",12502,"2018-11-06",1177
"686",12502,"2018-11-07",1508
"687",12502,"2018-11-08",1409
"688",12502,"2018-11-09",1141
"689",12502,"2018-11-10",1210
"690",12502,"2018-11-11",1246
"691",12502,"2018-11-12",1138
"692",12502,"2018-11-13",1145
"693",12502,"2018-11-14",1249
"694",12502,"2018-11-15",2555
"695",12502,"2018-11-16",3104
"696",12502,"2018-11-17",2389
"697",12502,"2018-11-18",2372
"698",12502,"2018-11-19",2221
"699",12502,"2018-11-20",1966
"700",12502,"2018-11-21",2069
"701",12502,"2018-11-22",2322
"702",12502,"2018-11-23",2268
"703",12502,"2018-11-24",2609
"704",12502,"2018-11-25",3901
"705",12502,"2018-11-26",3262
"706",12502,"2018-11-27",2096
"707",12502,"2018-11-28",1705
"708",12502,"2018-11-29",794
"709",12502,"2018-11-30",505
"710",12502,"2018-12-01",493
"711",12502,"2018-12-02",892
"712",12502,"2018-12-03",1381
"713",12502,"2018-12-04",1190
"714",12502,"2018-12-05",1162
"715",12502,"2018-12-06",1191
"716",12502,"2018-12-07",1164
"717",12502,"2018-12-08",1556
"718",12502,"2018-12-09",1217
"719",12502,"2018-12-10",1050
"720",12502,"2018-12-11",1033
"721",12502,"2018-12-12",9373
"722",12502,"2018-12-13",4133
"723",12502,"2018-12-14",12880
"724",12502,"2018-12-15",12981
"725",12502,"2018-12-16",10087
"726",12502,"2018-12-17",11536
"727",12502,"2018-12-18",2187
"728",12502,"2018-12-19",32642
"729",12502,"2018-12-20",24634
"730",12502,"2018-12-21",31718
"731",12502,"2018-12-22",20034
"732",12502,"2018-12-23",60536
"733",12502,"2018-12-24",16536
"734",12502,"2018-12-25",11104
"735",12502,"2018-12-26",21257
"736",12502,"2018-12-27",35146
"737",12502,"2018-12-28",27556
"738",12502,"2018-12-29",7367
"739",12502,"2018-12-30",3490
"740",12502,"2018-12-31",124
"741",12502,"2019-01-01",48
"742",12502,"2019-01-02",378
"743",12502,"2019-01-03",2109
"744",12502,"2019-01-04",4317
"745",12502,"2019-01-05",2995
"746",12502,"2019-01-06",3650
"747",12502,"2019-01-07",3642
"748",12502,"2019-01-08",3574
"749",12502,"2019-01-09",3261
"750",12502,"2019-01-10",3307
"751",12502,"2019-01-11",8408
"752",12502,"2019-01-12",12544
"753",12502,"2019-01-13",12411
"754",12502,"2019-01-14",8379
"755",12502,"2019-01-15",9259
"756",12502,"2019-01-16",16875
"757",12502,"2019-01-17",12226
"758",12502,"2019-01-18",12197
"759",12502,"2019-01-19",13959
"760",12502,"2019-01-20",21480
"761",12502,"2019-01-21",22424
"762",12502,"2019-01-22",11671
"763",12502,"2019-01-23",13
"764",12502,"2019-01-24",28
"765",12502,"2019-01-25",379
"766",12502,"2019-01-26",34669
"767",12502,"2019-01-27",40019
"768",12502,"2019-01-28",15193
"769",12502,"2019-01-29",10241
"770",12502,"2019-01-30",13018
"771",12502,"2019-01-31",2072
"772",12503,"2018-08-30",17
"773",12503,"2018-09-04",3
"774",12503,"2018-09-08",1
"775",12503,"2018-09-11",1
"776",12503,"2018-09-19",707
"777",12503,"2018-09-20",1780
"778",12503,"2018-09-21",1283
"779",12503,"2018-09-22",2432
"780",12503,"2018-09-23",2438
"781",12503,"2018-09-24",2196
"782",12503,"2018-09-25",2271
"783",12503,"2018-09-26",1715
"784",12503,"2018-09-27",892
"785",12503,"2018-09-28",1317
"786",12503,"2018-09-29",327
"787",12503,"2018-09-30",19
"788",12503,"2018-10-01",1150
"789",12503,"2018-10-02",960
"790",12503,"2018-10-03",593
"791",12503,"2018-10-04",717
"792",12503,"2018-10-05",677
"793",12503,"2018-10-06",738
"794",12503,"2018-10-07",612
"795",12503,"2018-10-08",531
"796",12503,"2018-10-09",534
"797",12503,"2018-10-10",762
"798",12503,"2018-10-11",619
"799",12503,"2018-10-12",587
"800",12503,"2018-10-13",624
"801",12503,"2018-10-14",498
"802",12503,"2018-10-15",679
"803",12503,"2018-10-16",630
"804",12503,"2018-10-17",570
"805",12503,"2018-10-18",488
"806",12503,"2018-10-19",575
"807",12503,"2018-10-20",600
"808",12503,"2018-10-21",573
"809",12503,"2018-10-22",518
"810",12503,"2018-10-23",532
"811",12503,"2018-10-24",472
"812",12503,"2018-10-25",622
"813",12503,"2018-10-26",578
"814",12503,"2018-10-27",537
"815",12503,"2018-10-28",576
"816",12503,"2018-10-29",108
"817",12503,"2018-10-30",9
"818",12503,"2018-10-31",523
"819",12503,"2018-11-01",1256
"820",12503,"2018-11-02",1380
"821",12503,"2018-11-03",1283
"822",12503,"2018-11-04",1354
"823",12503,"2018-11-05",1018
"824",12503,"2018-11-06",491
"825",12503,"2018-11-07",628
"826",12503,"2018-11-08",696
"827",12503,"2018-11-09",645
"828",12503,"2018-11-10",774
"829",12503,"2018-11-11",681
"830",12503,"2018-11-12",784
"831",12503,"2018-11-13",995
"832",12503,"2018-11-14",865
"833",12503,"2018-11-15",930
"834",12503,"2018-11-16",993
"835",12503,"2018-11-17",882
"836",12503,"2018-11-18",966
"837",12503,"2018-11-19",901
"838",12503,"2018-11-20",801
"839",12503,"2018-11-21",1062
"840",12503,"2018-11-22",994
"841",12503,"2018-11-23",997
"842",12503,"2018-11-24",979
"843",12503,"2018-11-25",1078
"844",12503,"2018-11-26",1415
"845",12503,"2018-11-27",808
"846",12503,"2018-11-28",705
"847",12503,"2018-11-29",355
