"","Campaign.id","Date","Max_click"
"291",13002,"2019-01-26",6190
"292",12506,"2019-01-05",6181
"293",11801,"2018-08-29",6172
"294",10901,"2018-09-19",6157
"295",12506,"2018-08-29",6131
"296",10901,"2019-01-19",6126
"297",13101,"2018-10-19",6073
"298",13001,"2018-09-13",6043
"299",13003,"2018-11-13",6043
"300",13003,"2019-01-28",6030
"301",12505,"2018-09-22",6007
"302",12505,"2019-01-17",5978
"303",13305,"2018-11-20",5937
"304",13601,"2018-11-26",5924
"305",12505,"2018-11-24",5900
"306",13305,"2018-11-05",5880
"307",12501,"2018-10-27",5867
"308",13003,"2018-11-10",5836
"309",13001,"2018-09-19",5831
"310",13003,"2018-09-22",5821
"311",13002,"2018-09-20",5780
"312",13305,"2018-11-11",5758
"313",10901,"2018-12-05",5747
"314",13305,"2018-11-12",5744
"315",13305,"2018-11-02",5734
"316",12501,"2018-09-22",5730
"317",13003,"2018-11-23",5706
"318",14401,"2019-01-16",5686
"319",12507,"2019-01-26",5611
"320",10901,"2018-11-16",5590
"321",13305,"2018-11-24",5589
"322",13003,"2018-11-22",5572
"323",12505,"2019-01-28",5570
"324",10901,"2018-11-21",5516
"325",10901,"2018-12-19",5498
"326",13003,"2019-01-03",5498
"327",13601,"2018-12-19",5480
"328",13003,"2018-10-09",5479
"329",13003,"2019-01-12",5461
"330",12505,"2019-01-18",5446
"331",10901,"2018-11-20",5425
"332",13003,"2019-01-13",5417
"333",8801,"2018-11-27",5407
"334",12501,"2018-10-12",5396
"335",12505,"2019-01-13",5391
"336",13003,"2018-11-07",5388
"337",13601,"2018-12-27",5379
"338",10901,"2018-11-26",5368
"339",13003,"2018-10-12",5366
"340",13003,"2018-10-10",5353
"341",12505,"2019-01-12",5347
"342",12501,"2018-09-18",5335
"343",13003,"2018-11-09",5325
"344",13601,"2018-11-27",5322
"345",11801,"2018-10-09",5316
"346",14401,"2019-01-20",5314
"347",10901,"2018-10-04",5298
"348",13003,"2018-10-14",5297
"349",13601,"2018-12-22",5294
"350",13101,"2018-10-18",5293
"351",13003,"2018-09-21",5289
"352",11801,"2018-10-12",5284
"353",13304,"2019-01-05",5269
"354",11801,"2018-10-25",5262
"355",13002,"2018-09-19",5258
"356",12501,"2018-10-03",5250
"357",13304,"2019-01-04",5238
"358",13304,"2019-01-03",5232
"359",13305,"2018-11-19",5218
"360",12507,"2019-01-27",5216
"361",11801,"2018-10-10",5188
"362",13003,"2018-10-15",5181
"363",11801,"2018-09-26",5169
"364",12505,"2018-09-21",5138
"365",13001,"2018-10-09",5106
"366",13003,"2018-11-25",5100
"367",13003,"2018-11-26",5094
"368",12505,"2018-11-26",5088
"369",10901,"2018-11-27",5083
"370",13101,"2018-10-17",5081
"371",10901,"2018-10-10",5069
"372",13305,"2018-11-29",5010
"373",13001,"2018-09-10",5006
"374",13304,"2019-01-01",5006
"375",13101,"2018-10-22",4990
"376",13304,"2019-01-02",4990
"377",14401,"2019-01-19",4984
"378",10901,"2018-10-06",4983
"379",13601,"2018-12-26",4968
"380",12505,"2018-11-27",4960
"381",13601,"2018-12-05",4947
"382",10901,"2018-10-08",4907
"383",13002,"2018-09-13",4902
"384",11801,"2018-10-11",4885
"385",11801,"2018-10-19",4885
"386",13601,"2018-12-28",4885
"387",10901,"2018-10-05",4880
"388",12501,"2018-10-09",4879
"389",13003,"2018-09-23",4867
"390",6009,"2018-08-29",4857
"391",13601,"2018-12-20",4857
"392",13003,"2018-10-13",4856
"393",12501,"2018-10-25",4850
"394",12505,"2018-11-25",4840
"395",13305,"2018-11-13",4840
"396",10901,"2018-10-03",4835
"397",14301,"2019-01-28",4835
"398",13304,"2019-01-07",4822
"399",11801,"2018-10-16",4820
"400",13003,"2018-10-17",4798
"401",13003,"2019-01-11",4779
"402",13601,"2018-11-29",4774
"403",8801,"2019-01-19",4771
"404",13305,"2018-11-09",4770
"405",10901,"2018-10-11",4755
"406",13305,"2018-11-01",4752
"407",3001,"2018-09-20",4737
"408",11801,"2018-10-17",4731
"409",13003,"2018-09-24",4727
"410",13003,"2018-11-24",4710
"411",10901,"2018-10-15",4700
"412",13101,"2018-10-16",4692
"413",11801,"2018-10-18",4676
"414",13001,"2018-09-20",4667
"415",13305,"2018-11-25",4640
"416",12501,"2018-10-11",4629
"417",12502,"2018-09-21",4628
"418",13502,"2019-01-26",4612
"419",13003,"2018-10-16",4602
"420",12503,"2019-01-13",4601
"421",13003,"2018-12-01",4599
"422",13002,"2019-01-30",4596
"423",13001,"2018-09-07",4579
"424",13002,"2019-01-21",4575
"425",14101,"2019-01-30",4561
"426",13601,"2018-12-02",4559
"427",10901,"2018-09-24",4556
"428",13003,"2019-01-06",4556
"429",12501,"2018-10-10",4553
"430",13001,"2018-09-12",4534
"431",8801,"2019-01-18",4530
"432",10901,"2018-12-03",4528
"433",14301,"2019-01-21",4521
"434",13101,"2018-10-26",4518
"435",13301,"2018-10-13",4513
"436",8801,"2019-01-17",4511
"437",11801,"2018-10-20",4510
"438",12503,"2019-01-14",4502
"439",13101,"2018-10-09",4502
"440",13601,"2018-12-31",4495
"441",8801,"2018-11-28",4486
"442",3001,"2019-01-30",4479
"443",13001,"2018-09-28",4473
"444",14401,"2019-01-21",4471
"445",13502,"2018-11-03",4456
"446",13301,"2018-10-21",4450
"447",12501,"2018-10-20",4439
"448",3001,"2019-01-26",4431
"449",13003,"2019-01-07",4409
"450",11801,"2018-10-21",4401
"451",13002,"2019-01-29",4399
"452",10901,"2018-10-20",4393
"453",13003,"2019-01-08",4391
"454",13304,"2019-01-09",4387
"455",13502,"2018-11-18",4385
"456",13003,"2018-10-22",4380
"457",10901,"2018-10-16",4374
"458",10901,"2018-10-17",4374
"459",11801,"2018-10-14",4366
"460",13502,"2018-11-19",4365
"461",14401,"2019-01-18",4365
"462",13003,"2018-09-20",4363
"463",12505,"2018-11-23",4346
"464",11801,"2018-10-13",4340
"465",13003,"2018-10-21",4334
"466",13305,"2018-11-14",4324
"467",12502,"2019-01-04",4317
"468",10901,"2018-10-12",4309
"469",10901,"2018-11-25",4306
"470",12505,"2019-01-14",4304
"471",14102,"2019-01-29",4286
"472",10901,"2018-12-07",4279
"473",13001,"2018-09-06",4274
"474",12501,"2018-10-19",4262
"475",13304,"2019-01-06",4258
"476",13502,"2018-11-01",4254
"477",10901,"2018-12-08",4238
"478",13601,"2018-11-28",4226
"479",8801,"2018-11-22",4220
"480",13502,"2018-10-25",4217
"481",13304,"2019-01-10",4215
"482",10901,"2018-10-13",4213
"483",8801,"2018-11-26",4210
"484",13304,"2019-01-26",4209
"485",12502,"2018-10-09",4206
"486",13003,"2019-01-15",4201
"487",13003,"2019-01-25",4189
"488",8801,"2019-01-15",4188
"489",13502,"2018-11-17",4188
"490",8801,"2019-01-16",4181
"491",10901,"2018-11-18",4181
"492",13003,"2019-01-16",4177
"493",8801,"2018-11-20",4169
"494",10901,"2018-12-17",4162
"495",11801,"2018-10-08",4162
"496",13003,"2019-01-05",4156
"497",13003,"2018-10-20",4149
"498",8801,"2018-11-10",4137
"499",12502,"2018-12-13",4133
"500",13003,"2018-09-19",4119
"501",13301,"2018-10-15",4115
"502",13003,"2018-10-19",4108
"503",3001,"2019-01-28",4104
"504",14401,"2019-01-17",4102
"505",3001,"2018-09-19",4086
"506",14301,"2019-01-17",4082
"507",10901,"2018-10-18",4077
"508",12505,"2019-01-16",4069
"509",12502,"2018-10-07",4067
"510",13502,"2018-11-12",4063
"511",12505,"2019-01-25",4058
"512",10901,"2018-10-19",4054
"513",10901,"2018-10-09",4048
"514",13003,"2019-01-14",4044
"515",13304,"2019-01-08",4039
"516",13003,"2019-01-10",4038
"517",13305,"2018-11-08",4012
"518",13305,"2018-11-15",4012
"519",10901,"2018-10-07",4009
"520",10901,"2018-12-18",4009
"521",13601,"2018-11-07",4009
"522",10901,"2018-10-14",4008
"523",13003,"2018-11-08",3993
"524",13003,"2019-01-09",3982
"525",12501,"2018-10-21",3980
"526",12505,"2018-11-28",3979
"527",10901,"2018-12-12",3959
"528",13003,"2018-10-18",3949
"529",12507,"2019-01-20",3927
"530",12502,"2018-10-14",3926
"531",13305,"2018-11-07",3916
"532",14102,"2019-01-22",3915
"533",13001,"2018-09-05",3910
"534",8801,"2018-11-15",3906
"535",3001,"2019-01-27",3903
"536",12502,"2018-11-25",3901
"537",13502,"2018-11-13",3901
"538",12501,"2019-01-09",3896
"539",13001,"2018-10-15",3896
"540",13601,"2018-12-24",3886
"541",12502,"2018-10-08",3885
"542",10901,"2018-12-09",3866
"543",10901,"2018-12-06",3843
"544",13601,"2018-11-02",3831
"545",12501,"2018-10-14",3826
"546",8801,"2018-11-11",3821
"547",8801,"2018-11-14",3818
"548",12506,"2019-01-31",3808
"549",13601,"2018-11-08",3808
"550",13301,"2018-10-08",3798
"551",13301,"2018-10-16",3792
"552",10901,"2018-11-29",3790
"553",13003,"2018-12-29",3783
"554",13502,"2018-11-28",3765
"555",12502,"2018-10-10",3758
"556",13502,"2018-11-14",3757
"557",13601,"2018-12-08",3752
"558",13003,"2019-01-04",3747
"559",12502,"2018-09-26",3745
"560",10901,"2018-11-28",3744
"561",8801,"2018-11-24",3740
"562",10901,"2018-12-13",3736
"563",13601,"2018-12-09",3733
"564",13304,"2019-01-11",3728
"565",13502,"2018-11-21",3728
"566",12505,"2019-01-15",3710
"567",14301,"2019-01-19",3708
"568",13301,"2018-10-06",3705
"569",10901,"2018-11-17",3695
"570",12501,"2018-10-04",3688
"571",12501,"2018-10-13",3682
"572",12502,"2018-10-06",3680
"573",12505,"2019-01-11",3666
"574",13601,"2018-12-06",3665
"575",13003,"2018-11-27",3664
"576",8801,"2018-10-18",3656
"577",8801,"2018-11-12",3652
"578",12502,"2019-01-06",3650
"579",12502,"2019-01-07",3642
"580",13301,"2019-01-03",3642
"581",13502,"2018-11-20",3630
"582",13601,"2018-11-03",3624
"583",6010,"2018-08-29",3623
"584",10901,"2018-09-26",3608
"585",13101,"2018-10-14",3593
"586",13304,"2019-01-12",3585
"587",13301,"2019-01-12",3584
"588",13304,"2018-10-02",3580
"589",13301,"2018-10-17",3578
"590",12502,"2019-01-08",3574
"591",13101,"2018-10-10",3573
"592",13601,"2018-11-05",3573
"593",12501,"2018-10-08",3567
"594",13701,"2019-01-03",3567
"595",13001,"2018-10-12",3545
"596",13001,"2018-10-11",3536
"597",13502,"2018-11-15",3535
"598",13601,"2018-12-03",3531
"599",10901,"2018-12-10",3524
"600",13301,"2019-01-13",3523
"601",13301,"2019-01-16",3518
"602",13502,"2018-11-16",3518
"603",13301,"2019-01-19",3516
"604",13304,"2019-01-13",3508
"605",12501,"2018-10-18",3498
"606",13301,"2019-01-20",3498
"607",14102,"2019-01-10",3491
"608",12502,"2018-12-30",3490
"609",8801,"2018-11-19",3489
"610",12505,"2019-01-10",3487
"611",13301,"2018-10-20",3485
"612",14301,"2019-01-18",3481
"613",13502,"2018-11-05",3480
"614",13502,"2018-11-29",3478
"615",8801,"2018-11-13",3472
"616",13301,"2019-01-15",3463
"617",13601,"2018-12-12",3456
"618",12502,"2018-10-18",3449
"619",12502,"2018-10-19",3444
"620",13002,"2019-01-28",3434
"621",13301,"2019-01-21",3423
"622",8801,"2018-11-25",3419
"623",13304,"2019-01-27",3417
"624",14102,"2019-01-11",3396
"625",13002,"2018-09-18",3393
"626",13301,"2019-01-26",3387
"627",13003,"2019-01-17",3383
"628",13301,"2019-01-17",3378
"629",8801,"2018-10-26",3373
"630",13301,"2018-10-18",3372
"631",13301,"2019-01-11",3366
"632",12503,"2019-01-29",3365
"633",3001,"2019-01-13",3363
"634",8801,"2018-11-18",3362
"635",14301,"2019-01-22",3349
"636",13301,"2019-01-18",3316
"637",12502,"2018-10-12",3313
"638",12502,"2018-10-13",3312
"639",13301,"2019-01-27",3310
"640",12502,"2018-10-16",3307
"641",12502,"2019-01-10",3307
"642",13001,"2018-10-14",3306
"643",13502,"2018-11-04",3305
"644",3001,"2019-01-20",3304
"645",13601,"2018-12-10",3299
"646",13502,"2018-11-26",3298
"647",13301,"2019-01-14",3275
"648",8801,"2018-10-16",3268
"649",13101,"2018-10-27",3266
"650",12502,"2018-10-17",3265
"651",12502,"2018-11-26",3262
"652",12502,"2019-01-09",3261
"653",12502,"2018-10-15",3259
"654",12502,"2018-10-20",3248
"655",13301,"2019-01-07",3245
"656",13304,"2019-01-14",3244
"657",8801,"2018-10-24",3242
"658",13001,"2018-10-26",3242
"659",13001,"2018-10-27",3236
"660",10901,"2018-12-14",3233
"661",13002,"2018-09-17",3227
"662",13301,"2019-01-08",3227
"663",13502,"2018-11-02",3225
"664",13101,"2018-10-11",3221
"665",13301,"2019-01-28",3215
"666",13301,"2019-01-05",3206
"667",13003,"2018-11-28",3202
"668",13502,"2018-11-10",3201
"669",8801,"2018-10-21",3200
"670",13304,"2019-01-15",3199
"671",13301,"2018-10-04",3194
"672",13502,"2018-11-27",3189
"673",12503,"2019-01-12",3188
"674",8801,"2018-10-20",3185
"675",13101,"2018-10-12",3182
"676",13502,"2018-11-11",3181
"677",13301,"2019-01-06",3179
"678",13601,"2018-11-04",3174
"679",8801,"2018-10-19",3169
"680",13001,"2018-10-10",3168
"681",13002,"2019-01-22",3167
"682",8801,"2018-11-23",3160
"683",12501,"2019-01-13",3151
"684",13502,"2018-11-09",3149
"685",14102,"2019-01-21",3146
"686",13601,"2018-12-07",3144
"687",13301,"2018-10-19",3133
"688",13601,"2018-12-25",3121
"689",13301,"2018-10-05",3117
"690",12501,"2019-01-19",3113
"691",12502,"2018-10-11",3112
"692",12502,"2018-11-16",3104
"693",13101,"2018-10-13",3103
"694",13305,"2018-11-18",3102
"695",13301,"2019-01-29",3101
"696",3001,"2019-01-10",3100
"697",12503,"2019-01-07",3097
"698",10901,"2019-01-22",3091
"699",10901,"2018-12-11",3074
"700",13601,"2018-12-18",3074
"701",8801,"2018-10-22",3061
"702",13301,"2018-10-09",3059
"703",13301,"2018-10-14",3047
"704",8801,"2018-11-09",3045
"705",8801,"2018-10-25",3042
"706",8801,"2018-11-16",3039
"707",12503,"2019-01-04",3037
"708",13502,"2018-11-25",3033
"709",13502,"2018-11-08",3019
"710",14301,"2019-01-25",3019
"711",8801,"2018-11-08",3003
"712",12502,"2018-10-03",3002
"713",10901,"2018-09-25",2998
"714",12502,"2019-01-05",2995
"715",12503,"2019-01-17",2995
"716",13601,"2018-12-17",2993
"717",12501,"2019-01-12",2992
"718",3001,"2018-09-18",2979
"719",13003,"2019-01-18",2974
"720",13301,"2019-01-04",2974
"721",10901,"2018-12-02",2969
"722",13301,"2019-01-09",2963
"723",14102,"2019-01-13",2958
"724",8801,"2018-11-21",2950
"725",10901,"2018-10-21",2950
"726",10901,"2018-12-04",2950
"727",8801,"2018-10-23",2941
"728",12503,"2019-01-03",2941
"729",13301,"2018-10-07",2932
"730",3001,"2019-01-12",2925
"731",13301,"2019-01-10",2918
"732",12502,"2018-10-05",2916
"733",12501,"2019-01-20",2912
"734",13301,"2018-11-17",2912
"735",13502,"2018-11-22",2905
"736",8801,"2018-10-17",2890
"737",12501,"2018-10-05",2876
"738",12502,"2018-10-04",2865
"739",12503,"2019-01-18",2862
"740",12502,"2018-10-21",2857
"741",13305,"2018-11-17",2857
"742",14102,"2019-01-12",2854
"743",12503,"2019-01-05",2843
"744",13502,"2018-11-23",2842
"745",10901,"2018-12-16",2837
"746",13502,"2018-11-24",2830
"747",12502,"2018-10-22",2825
"748",14301,"2019-01-16",2823
"749",12501,"2019-01-10",2820
"750",3001,"2018-10-07",2812
"751",13101,"2018-10-15",2807
"752",13701,"2019-01-05",2799
"753",13003,"2019-01-31",2794
"754",12503,"2019-01-16",2785
"755",10901,"2018-12-15",2783
"756",12502,"2018-10-23",2778
"757",13601,"2018-11-06",2772
"758",14102,"2019-01-17",2770
"759",13305,"2018-11-06",2769
"760",13304,"2018-10-03",2757
"761",12501,"2019-01-17",2744
"762",13002,"2018-09-14",2727
"763",12503,"2019-01-06",2719
"764",12502,"2018-10-25",2717
"765",12503,"2019-01-15",2713
"766",3001,"2019-01-11",2709
"767",12502,"2018-10-24",2706
"768",13301,"2018-10-03",2697
"769",13002,"2019-01-27",2688
"770",14401,"2019-01-22",2679
"771",13601,"2018-12-11",2672
"772",8801,"2018-10-31",2669
"773",13003,"2019-01-19",2660
"774",13502,"2018-11-07",2643
"775",13304,"2018-10-04",2630
"776",13001,"2018-10-24",2621
"777",12505,"2018-09-20",2620
"778",13304,"2018-10-06",2619
"779",12501,"2018-08-29",2617
"780",12502,"2018-11-24",2609
"781",13405,"2019-01-03",2606
"782",10901,"2018-09-30",2599
"783",12501,"2018-09-27",2599
"784",13601,"2018-12-04",2585
"785",10901,"2018-11-05",2584
"786",13601,"2018-12-23",2580
"787",12503,"2019-01-09",2569
"788",13001,"2018-10-23",2557
"789",12502,"2018-09-03",2556
"790",12502,"2018-11-15",2555
"791",12503,"2019-01-10",2552
"792",14102,"2019-01-14",2544
"793",13701,"2019-01-07",2538
"794",10901,"2018-11-01",2535
"795",12503,"2019-01-08",2534
"796",10901,"2018-12-27",2522
"797",12501,"2019-01-16",2514
"798",13502,"2018-11-30",2511
"799",13701,"2019-01-10",2509
"800",13502,"2019-01-13",2500
"801",10901,"2018-11-30",2480
"802",13001,"2018-10-25",2479
"803",10901,"2018-11-07",2477
"804",14102,"2019-01-15",2457
"805",13004,"2018-10-20",2441
"806",12503,"2018-09-23",2438
"807",14102,"2019-01-18",2437
"808",13701,"2019-01-08",2435
"809",12503,"2018-09-22",2432
"810",13304,"2018-10-15",2430
"811",14102,"2019-01-16",2429
"812",13305,"2018-10-14",2427
"813",13305,"2018-10-13",2425
"814",13502,"2019-01-12",2425
"815",3001,"2018-09-27",2423
"816",13002,"2019-01-13",2423
"817",13305,"2018-10-12",2423
"818",13002,"2019-01-12",2421
"819",13301,"2019-01-30",2418
"820",14301,"2019-01-15",2414
"821",13303,"2018-10-03",2408
