region,time_stamp,depr
Iran,01-08-2009,17.79377977
Iran,01-09-2009,19.91622162
Iran,01-10-2009,22.03248007
Iran,01-11-2009,24.16868918
Iran,01-12-2009,26.49982555
Iran,01-01-2010,2.148951762
Iran,01-02-2010,4.420058976
Iran,01-03-2010,6.717068313
Iran,01-04-2010,9.085962221
Iran,01-05-2010,11.25669248
Iran,01-06-2010,13.41778694
Iran,01-07-2010,15.45745677
Iran,01-08-2010,17.47326519
Iran,01-09-2010,19.41868845
Iran,01-10-2010,21.27336616
Iran,01-11-2010,23.0974997
Iran,01-12-2010,33.58140514
Iran,01-01-2011,2.06875072
Iran,01-02-2011,4.245632424
Iran,01-03-2011,6.42286989
Iran,01-04-2011,8.604720406
Iran,01-05-2011,10.20278031
Iran,01-06-2011,11.81112603
Iran,01-07-2011,14.45461044
Iran,01-08-2011,16.79390876
Iran,01-09-2011,19.11813925
Iran,01-10-2011,21.3962502
Iran,01-11-2011,23.83218422
Iran,01-12-2011,25.94770662
Iran,01-01-2012,9.597937049
Iran,01-02-2012,12.30834548
Iran,01-03-2012,16.62956102
Iran,01-04-2012,19.7537386
Iran,01-05-2012,23.53878976
Iran,01-06-2012,27.21433243
Iran,01-07-2012,30.95713014
Iran,01-08-2012,35.08909649
Iran,01-09-2012,38.94082557
Iran,01-10-2012,42.79697686
Iran,01-11-2012,46.84338093
Iran,01-12-2012,54.62997581
Iran,01-01-2013,3.949968278
Iran,01-02-2013,7.706227982
Iran,01-03-2013,7.716026216
Iran,01-04-2013,11.56897119
Iran,01-05-2013,15.39345388
Iran,01-06-2013,19.29582649
Iran,01-07-2013,23.68037078
Iran,01-08-2013,28.01737909
Iran,01-09-2013,32.33486915
Iran,01-10-2013,37.60272388
Iran,01-11-2013,42.81743448
Iran,01-12-2013,47.57003488
Iran,01-01-2014,6.71792013
Iran,01-02-2014,33.95112338
Iran,01-03-2014,50.8055882
Iran,01-04-2014,70.08552702
Iran,01-05-2014,89.2924859
Iran,01-06-2014,108.4987776
Iran,01-07-2014,129.4443641
Iran,01-08-2014,143.4348042
Iran,01-09-2014,164.3519144
Iran,01-10-2014,188.1314267
Iran,01-11-2014,211.0491548
Iran,01-12-2014,234.7884995
Iran,01-01-2015,23.95640252
Iran,01-02-2015,48.27756267
Iran,01-03-2015,72.59220865
Iran,01-04-2015,97.35902768
Iran,01-05-2015,122.7695376
Iran,01-06-2015,148.4047665
Iran,01-07-2015,176.353589
Iran,01-08-2015,205.2892187
Iran,01-09-2015,235.3777139
Iran,01-10-2015,263.7499849
Iran,01-11-2015,293.6007973
Iran,01-12-2015,323.4661196
Iran,01-01-2016,30.77145174
Iran,01-02-2016,61.39192689
Iran,01-03-2016,92.88125502
Iran,01-04-2016,124.5255631
Iran,01-05-2016,156.7724371
Iran,01-06-2016,189.0061713
Iran,01-07-2016,221.7496363
Iran,01-08-2016,254.9675199
Iran,01-09-2016,288.4458027
Iran,01-10-2016,344.2778428
Iran,01-11-2016,402.537588
Iran,01-12-2016,461.5721392
Iran,01-01-2017,61.40490345
Iran,01-02-2017,123.6093535
Iran,01-03-2017,209.0731152
Iran,01-04-2017,320.7538027
Iran,01-05-2017,421.3803159
Iran,01-06-2017,522.9836956
Iran,01-07-2017,624.9600742
Iran,01-08-2017,728.080103
Iran,01-09-2017,831.6373045
Iran,01-10-2017,937.5729083
Iran,01-11-2017,1045.109918
Iran,01-12-2017,1153.890481
Iran,01-01-2018,108.0819002
Iran,01-02-2018,216.8805496
Iran,01-03-2018,331.6681046
Iran,01-04-2018,447.1224515
Iran,01-05-2018,564.0702564
Iran,01-06-2018,681.0802995
Iran,01-07-2018,798.7610072
Iran,01-08-2018,917.447057
Iran,01-09-2018,1037.263412
Iran,01-10-2018,1157.328074
Iran,01-11-2018,1276.898252
Iran,01-12-2018,1397.4404
Unica,01-02-2012,0.004818783
Unica,01-03-2012,0.00907214
Unica,01-04-2012,1.596359072
Unica,01-05-2012,3.185409797
Unica,01-06-2012,7.320406817
Unica,01-07-2012,27.52336214
Unica,01-08-2012,65.18656655
Unica,01-09-2012,89.65395935
Unica,01-10-2012,113.3713098
Unica,01-11-2012,135.7946946
Unica,01-12-2012,159.7687486
Unica,01-01-2013,23.9723662
Unica,01-02-2013,2.429949491
Unica,01-03-2013,26.39250934
Unica,01-04-2013,50.36916266
Unica,01-05-2013,74.34226307
Unica,01-06-2013,98.32889996
Unica,01-07-2013,124.9028943
Unica,01-08-2013,151.6439764
Unica,01-09-2013,178.3042109
Unica,01-10-2013,204.9697115
Unica,01-11-2013,231.6334483
Unica,01-12-2013,258.2928557
Unica,01-01-2014,29.25367664
Unica,01-02-2014,208.690943
Unica,01-03-2014,83.29749483
Unica,01-04-2014,108.961043
Unica,01-05-2014,140.6342973
Unica,01-06-2014,171.2647197
Unica,01-07-2014,201.5630596
Unica,01-08-2014,231.8045699
Unica,01-09-2014,262.070191
Unica,01-10-2014,292.3222081
Unica,01-11-2014,322.5723855
Unica,01-12-2014,352.8176428
Unica,01-01-2015,13.06183539
Unica,01-02-2015,26.12367087
Unica,01-03-2015,39.76971953
Unica,01-04-2015,51.45966298
Unica,01-05-2015,67.45681557
Unica,01-06-2015,82.23808463
Unica,01-07-2015,96.54084153
Unica,01-08-2015,110.1714788
Unica,01-09-2015,123.8471462
Unica,01-10-2015,137.522816
Unica,01-11-2015,151.4120703
Unica,01-12-2015,165.3010645
Unica,01-01-2016,14.03344737
Unica,01-02-2016,28.12851947
Unica,01-03-2016,44.09286664
Unica,01-04-2016,62.84698054
Unica,01-05-2016,0
Unica,01-06-2016,0
Unica,01-07-2016,117.3176353
Unica,01-08-2016,135.9033292
Unica,01-09-2016,153.3979592
Unica,01-10-2016,170.8935824
Unica,01-11-2016,191.0960827
Unica,01-12-2016,206.6132176
Unica,01-01-2017,17.65397785
Unica,01-02-2017,117.3176353
Unica,01-03-2017,63.47695199
Unica,01-04-2017,70.6618418
Unica,01-05-2017,0
Unica,01-06-2017,0
Unica,01-07-2017,0
Unica,01-08-2017,0
Unica,01-09-2017,0
Unica,01-10-2017,0
Unica,01-11-2017,223.9512576
Unica,01-12-2017,247.4475764
Unica,01-01-2018,64.90788762
Unica,01-02-2018,64.90788762
Unica,01-03-2018,69.99469742
Unica,01-04-2018,98.76724407
Unica,01-05-2018,128.6540452
Unica,01-06-2018,157.9485843
Unica,01-07-2018,187.2431233
Unica,01-08-2018,216.5376629
Unica,01-09-2018,245.8322023
Unica,01-10-2018,273.8759948
Unica,01-11-2018,301.919788
Unica,01-12-2018,329.9635819
Turkey,01-01-2009,298.9013996
Turkey,01-02-2009,597.5420009
Turkey,01-03-2009,756.7955228
Turkey,01-04-2009,1047.095861
Turkey,01-05-2009,1310.827532
Turkey,01-06-2009,1574.244859
Turkey,01-07-2009,1866.792641
Turkey,01-08-2009,2158.950404
Turkey,01-09-2009,2451.284919
Turkey,01-10-2009,2752.432967
Turkey,01-11-2009,3045.777832
Turkey,01-12-2009,3346.779935
Turkey,01-01-2010,292.1583853
Turkey,01-02-2010,583.8183737
Turkey,01-03-2010,875.4331038
Turkey,01-04-2010,1174.372372
Turkey,01-05-2010,1482.432765
Turkey,01-06-2010,1789.857531
Turkey,01-07-2010,2127.796492
Turkey,01-08-2010,2455.228313
Turkey,01-09-2010,2798.021107
Turkey,01-10-2010,3138.215213
Turkey,01-11-2010,3472.333122
Turkey,01-12-2010,4263.623055
Turkey,01-01-2011,436.1290179
Turkey,01-02-2011,869.8486797
Turkey,01-03-2011,1307.570791
Turkey,01-04-2011,1763.003977
Turkey,01-05-2011,2143.684232
Turkey,01-06-2011,2561.125522
Turkey,01-07-2011,3026.300803
Turkey,01-08-2011,3491.844098
Turkey,01-09-2011,3957.177229
Turkey,01-10-2011,4426.083171
Turkey,01-11-2011,4904.764643
Turkey,01-12-2011,5384.177202
Turkey,01-01-2012,476.5419649
Turkey,01-02-2012,953.1540467
Turkey,01-03-2012,1431.306493
Turkey,01-04-2012,1935.206291
Turkey,01-05-2012,2431.934799
Turkey,01-06-2012,2929.671769
Turkey,01-07-2012,3397.09846
Turkey,01-08-2012,3898.766491
Turkey,01-09-2012,4378.638879
Turkey,01-10-2012,4884.807345
Turkey,01-11-2012,5390.761619
Turkey,01-12-2012,5898.387261
Turkey,01-01-2013,515.297039
Turkey,01-02-2013,1033.813517
Turkey,01-03-2013,1552.340581
Turkey,01-04-2013,2097.731981
Turkey,01-05-2013,2656.424675
Turkey,01-06-2013,3250.611873
Turkey,01-07-2013,3846.96585
Turkey,01-08-2013,4455.752386
Turkey,01-09-2013,4894.501344
Turkey,01-10-2013,5444.251242
Turkey,01-11-2013,5993.803385
Turkey,01-12-2013,6588.246044
Turkey,01-01-2014,594.9052378
Turkey,01-02-2014,2528.173427
Turkey,01-03-2014,3782.65801
Turkey,01-04-2014,5125.762893
Turkey,01-05-2014,6470.573572
Turkey,01-06-2014,7810.548374
Turkey,01-07-2014,9178.092382
Turkey,01-08-2014,10562.99577
Turkey,01-09-2014,11949.73573
Turkey,01-10-2014,13237.98256
Turkey,01-11-2014,14616.60724
Turkey,01-12-2014,15986.79133
Turkey,01-01-2015,1358.489511
Turkey,01-02-2015,2731.970291
Turkey,01-03-2015,4075.122227
Turkey,01-04-2015,5461.476415
Turkey,01-05-2015,6855.886523
Turkey,01-06-2015,8257.828946
Turkey,01-07-2015,9688.08104
Turkey,01-08-2015,11082.20972
Turkey,01-09-2015,12531.63904
Turkey,01-10-2015,13971.95084
Turkey,01-11-2015,15462.07638
Turkey,01-12-2015,17062.78367
Turkey,01-01-2016,1444.052219
Turkey,01-02-2016,2896.014907
Turkey,01-03-2016,4363.466546
Turkey,01-04-2016,5853.269147
Turkey,01-05-2016,7472.121915
Turkey,01-06-2016,9101.186852
Turkey,01-07-2016,10937.31807
Turkey,01-08-2016,12827.22318
Turkey,01-09-2016,14782.071
Turkey,01-10-2016,16799.85176
Turkey,01-11-2016,18831.61513
Turkey,01-12-2016,21004.8717
Turkey,01-01-2017,2056.43187
Turkey,01-02-2017,4112.239158
Turkey,01-03-2017,6547.992032
Turkey,01-04-2017,9015.633835
Turkey,01-05-2017,11597.63067
Turkey,01-06-2017,14131.56187
Turkey,01-07-2017,16385.90604
Turkey,01-08-2017,18632.38437
Turkey,01-09-2017,20890.1693
Turkey,01-10-2017,23136.0621
Turkey,01-11-2017,25166.4889
Turkey,01-12-2017,27331.64056
Turkey,01-01-2018,2177.141848
Turkey,01-02-2018,4365.807569
Turkey,01-03-2018,6536.7391
Turkey,01-04-2018,8796.860187
Turkey,01-05-2018,11052.12282
Turkey,01-06-2018,13316.65253
Turkey,01-07-2018,15673.94322
Turkey,01-08-2018,18008.94565
Turkey,01-09-2018,20344.38503
Turkey,01-10-2018,22619.35938
Turkey,01-11-2018,24721.27073
Turkey,01-12-2018,27239.72026
"FS Turkey, Unica & Iran",01-01-2009,4.94857513
"FS Turkey, Unica & Iran",01-02-2009,9.885018842
"FS Turkey, Unica & Iran",01-03-2009,14.78610068
"FS Turkey, Unica & Iran",01-04-2009,20.6799103
"FS Turkey, Unica & Iran",01-05-2009,25.01355043
"FS Turkey, Unica & Iran",01-06-2009,29.32266691
"FS Turkey, Unica & Iran",01-07-2009,35.50348291
"FS Turkey, Unica & Iran",01-08-2009,41.69236417
"FS Turkey, Unica & Iran",01-09-2009,47.59558116
"FS Turkey, Unica & Iran",01-10-2009,53.99980143
"FS Turkey, Unica & Iran",01-11-2009,60.07849654
"FS Turkey, Unica & Iran",01-12-2009,66.1018468
"FS Turkey, Unica & Iran",01-01-2010,7.163214496
"FS Turkey, Unica & Iran",01-02-2010,14.23750088
"FS Turkey, Unica & Iran",01-03-2010,21.27921827
"FS Turkey, Unica & Iran",01-04-2010,27.39736856
"FS Turkey, Unica & Iran",01-05-2010,34.02021334
"FS Turkey, Unica & Iran",01-06-2010,40.57304076
"FS Turkey, Unica & Iran",01-07-2010,47.98562852
"FS Turkey, Unica & Iran",01-08-2010,54.3977257
"FS Turkey, Unica & Iran",01-09-2010,62.34752262
"FS Turkey, Unica & Iran",01-10-2010,71.28690669
"FS Turkey, Unica & Iran",01-11-2010,79.41965293
"FS Turkey, Unica & Iran",01-12-2010,89.9965067
"FS Turkey, Unica & Iran",01-01-2011,13.19827417
"FS Turkey, Unica & Iran",01-02-2011,26.39938287
"FS Turkey, Unica & Iran",01-03-2011,39.60396001
"FS Turkey, Unica & Iran",01-04-2011,50.98848039
"FS Turkey, Unica & Iran",01-05-2011,57.23711315
"FS Turkey, Unica & Iran",01-06-2011,65.7138135
"FS Turkey, Unica & Iran",01-07-2011,76.28016956
"FS Turkey, Unica & Iran",01-08-2011,86.84879868
"FS Turkey, Unica & Iran",01-09-2011,97.40905099
"FS Turkey, Unica & Iran",01-10-2011,106.1435032
"FS Turkey, Unica & Iran",01-11-2011,117.8015691
"FS Turkey, Unica & Iran",01-12-2011,129.4841913
"FS Turkey, Unica & Iran",01-01-2012,15.34835693
"FS Turkey, Unica & Iran",01-02-2012,30.69663236
"FS Turkey, Unica & Iran",01-03-2012,46.04499836
"FS Turkey, Unica & Iran",01-04-2012,61.36692264
"FS Turkey, Unica & Iran",01-05-2012,76.48788522
"FS Turkey, Unica & Iran",01-06-2012,91.6072286
"FS Turkey, Unica & Iran",01-07-2012,106.5966419
"FS Turkey, Unica & Iran",01-08-2012,121.5858198
"FS Turkey, Unica & Iran",01-09-2012,138.1424898
"FS Turkey, Unica & Iran",01-10-2012,153.4879452
"FS Turkey, Unica & Iran",01-11-2012,168.8337176
"FS Turkey, Unica & Iran",01-12-2012,184.1778634
"FS Turkey, Unica & Iran",01-01-2013,16.61051882
"FS Turkey, Unica & Iran",01-02-2013,32.65463918
"FS Turkey, Unica & Iran",01-03-2013,48.69935361
"FS Turkey, Unica & Iran",01-04-2013,64.6099831
"FS Turkey, Unica & Iran",01-05-2013,80.6800815
"FS Turkey, Unica & Iran",01-06-2013,96.7303871
"FS Turkey, Unica & Iran",01-07-2013,112.6720732
"FS Turkey, Unica & Iran",01-08-2013,128.6095701
"FS Turkey, Unica & Iran",01-09-2013,132.1705613
"FS Turkey, Unica & Iran",01-10-2013,144.6086531
"FS Turkey, Unica & Iran",01-11-2013,157.0459915
"FS Turkey, Unica & Iran",01-12-2013,144.666492
"FS Turkey, Unica & Iran",01-01-2014,5.64454503
"FS Turkey, Unica & Iran",01-02-2014,11.64529695
"FS Turkey, Unica & Iran",01-03-2014,17.60217075
"FS Turkey, Unica & Iran",01-04-2014,23.69226373
"FS Turkey, Unica & Iran",01-05-2014,29.76957327
"FS Turkey, Unica & Iran",01-06-2014,35.85375993
"FS Turkey, Unica & Iran",01-07-2014,41.90948721
"FS Turkey, Unica & Iran",01-08-2014,48.16675939
"FS Turkey, Unica & Iran",01-09-2014,54.55616042
"FS Turkey, Unica & Iran",01-10-2014,60.68729519
"FS Turkey, Unica & Iran",01-11-2014,66.32940597
"FS Turkey, Unica & Iran",01-12-2014,72.24549154
"FS Turkey, Unica & Iran",01-01-2015,5.559755514
"FS Turkey, Unica & Iran",01-02-2015,11.47709805
"FS Turkey, Unica & Iran",01-03-2015,17.07677785
"FS Turkey, Unica & Iran",01-04-2015,23.33648066
"FS Turkey, Unica & Iran",01-05-2015,28.89146909
"FS Turkey, Unica & Iran",01-06-2015,34.44664408
"FS Turkey, Unica & Iran",01-07-2015,39.9887567
"FS Turkey, Unica & Iran",01-08-2015,45.5318383
"FS Turkey, Unica & Iran",01-09-2015,51.07500866
"FS Turkey, Unica & Iran",01-10-2015,56.64000941
"FS Turkey, Unica & Iran",01-11-2015,62.15659497
"FS Turkey, Unica & Iran",01-12-2015,68.34997707
"FS Turkey, Unica & Iran",01-01-2016,7.241614099
"FS Turkey, Unica & Iran",01-02-2016,12.98600153
"FS Turkey, Unica & Iran",01-03-2016,19.09484768
"FS Turkey, Unica & Iran",01-04-2016,24.7545434
"FS Turkey, Unica & Iran",01-05-2016,29.21512872
"FS Turkey, Unica & Iran",01-06-2016,30.11114929
"FS Turkey, Unica & Iran",01-07-2016,53.54365796
"FS Turkey, Unica & Iran",01-08-2016,59.38314969
"FS Turkey, Unica & Iran",01-09-2016,65.51008611
"FS Turkey, Unica & Iran",01-10-2016,71.18106017
"FS Turkey, Unica & Iran",01-11-2016,77.30880981
"FS Turkey, Unica & Iran",01-12-2016,69.03012433
"FS Turkey, Unica & Iran",01-01-2017,5.703088448
"FS Turkey, Unica & Iran",01-02-2017,10.10363974
"FS Turkey, Unica & Iran",01-03-2017,15.10044169
"FS Turkey, Unica & Iran",01-04-2017,19.83124719
"FS Turkey, Unica & Iran",01-05-2017,28.37844851
"FS Turkey, Unica & Iran",01-06-2017,33.89357967
"FS Turkey, Unica & Iran",01-07-2017,38.62621992
"FS Turkey, Unica & Iran",01-08-2017,43.43454659
"FS Turkey, Unica & Iran",01-09-2017,41.1660693
"FS Turkey, Unica & Iran",01-10-2017,44.98515113
"FS Turkey, Unica & Iran",01-11-2017,48.80080979
"FS Turkey, Unica & Iran",01-12-2017,54.33188495
"FS Turkey, Unica & Iran",01-01-2018,3.333810637
"FS Turkey, Unica & Iran",01-02-2018,6.930830291
"FS Turkey, Unica & Iran",01-03-2018,10.5356689
"FS Turkey, Unica & Iran",01-04-2018,14.10249041
"FS Turkey, Unica & Iran",01-05-2018,18.37463124
"FS Turkey, Unica & Iran",01-06-2018,21.22399116
"FS Turkey, Unica & Iran",01-07-2018,24.74150095
"FS Turkey, Unica & Iran",01-08-2018,28.25910129
"FS Turkey, Unica & Iran",01-09-2018,31.46842815
"FS Turkey, Unica & Iran",01-10-2018,33.15164514
"FS Turkey, Unica & Iran",01-11-2018,41.01433964
"FS Turkey, Unica & Iran",01-12-2018,48.56872625
FS Turkey,01-01-2009,4.94857513
FS Turkey,01-02-2009,9.885018842
FS Turkey,01-03-2009,14.78610068
FS Turkey,01-04-2009,20.6799103
FS Turkey,01-05-2009,25.01355043
FS Turkey,01-06-2009,29.32266691
FS Turkey,01-07-2009,35.50348291
FS Turkey,01-08-2009,41.69236417
FS Turkey,01-09-2009,47.59558116
FS Turkey,01-10-2009,53.99980143
FS Turkey,01-11-2009,60.07849654
FS Turkey,01-12-2009,66.1018468
FS Turkey,01-01-2010,7.163214496
FS Turkey,01-02-2010,14.23750088
FS Turkey,01-03-2010,21.27921827
FS Turkey,01-04-2010,27.39736856
FS Turkey,01-05-2010,34.02021334
FS Turkey,01-06-2010,40.57304076
FS Turkey,01-07-2010,47.98562852
FS Turkey,01-08-2010,54.3977257
FS Turkey,01-09-2010,62.34752262
FS Turkey,01-10-2010,71.28690669
FS Turkey,01-11-2010,79.41965293
FS Turkey,01-12-2010,89.9965067
FS Turkey,01-01-2011,13.19827417
FS Turkey,01-02-2011,26.39938287
FS Turkey,01-03-2011,39.60396001
FS Turkey,01-04-2011,50.98848039
FS Turkey,01-05-2011,57.23711315
FS Turkey,01-06-2011,65.7138135
FS Turkey,01-07-2011,76.28016956
FS Turkey,01-08-2011,86.84879868
FS Turkey,01-09-2011,97.40905099
FS Turkey,01-10-2011,106.1435032
FS Turkey,01-11-2011,117.8015691
FS Turkey,01-12-2011,129.4841913
FS Turkey,01-01-2012,15.34835693
FS Turkey,01-02-2012,30.69663236
FS Turkey,01-03-2012,46.04499836
FS Turkey,01-04-2012,61.36692264
FS Turkey,01-05-2012,76.48788522
FS Turkey,01-06-2012,91.6072286
FS Turkey,01-07-2012,106.5966419
FS Turkey,01-08-2012,121.5858198
FS Turkey,01-09-2012,138.1424898
FS Turkey,01-10-2012,153.4879452
FS Turkey,01-11-2012,168.8337176
FS Turkey,01-12-2012,184.1778634
FS Turkey,01-01-2013,16.61051882
FS Turkey,01-02-2013,32.65463918
FS Turkey,01-03-2013,48.69935361
FS Turkey,01-04-2013,64.6099831
FS Turkey,01-05-2013,80.6800815
FS Turkey,01-06-2013,96.7303871
FS Turkey,01-07-2013,112.6720732
FS Turkey,01-08-2013,128.6095701
FS Turkey,01-09-2013,132.1705613
FS Turkey,01-10-2013,144.6086531
FS Turkey,01-11-2013,157.0459915
FS Turkey,01-12-2013,144.666492
FS Turkey,01-01-2014,5.64454503
FS Turkey,01-02-2014,11.64529695
FS Turkey,01-03-2014,17.60217075
FS Turkey,01-04-2014,23.69226373
FS Turkey,01-05-2014,29.76957327
FS Turkey,01-06-2014,35.85375993
FS Turkey,01-07-2014,41.90948721
FS Turkey,01-08-2014,48.16675939
FS Turkey,01-09-2014,54.55616042
FS Turkey,01-10-2014,60.68729519
FS Turkey,01-11-2014,66.32940597
FS Turkey,01-12-2014,72.24549154
FS Turkey,01-01-2015,5.559755514
FS Turkey,01-02-2015,11.47709805
FS Turkey,01-03-2015,17.07677785
FS Turkey,01-04-2015,23.33648066
FS Turkey,01-05-2015,28.89146909
FS Turkey,01-06-2015,34.44664408
FS Turkey,01-07-2015,39.9887567
FS Turkey,01-08-2015,45.5318383
FS Turkey,01-09-2015,51.07500866
FS Turkey,01-10-2015,56.64000941
FS Turkey,01-11-2015,62.15659497
FS Turkey,01-12-2015,68.34997707
FS Turkey,01-01-2016,7.241614099
FS Turkey,01-02-2016,12.98600153
FS Turkey,01-03-2016,19.09484768
FS Turkey,01-04-2016,24.7545434
FS Turkey,01-05-2016,29.21512872
FS Turkey,01-06-2016,30.11114929
FS Turkey,01-07-2016,53.54365796
FS Turkey,01-08-2016,59.38314969
FS Turkey,01-09-2016,65.51008611
FS Turkey,01-10-2016,71.18106017
FS Turkey,01-11-2016,77.30880981
FS Turkey,01-12-2016,69.03012433
FS Turkey,01-01-2017,5.703088448
FS Turkey,01-02-2017,10.10363974
FS Turkey,01-03-2017,15.10044169
FS Turkey,01-04-2017,19.83124719
FS Turkey,01-05-2017,28.37844851
FS Turkey,01-06-2017,33.89357967
FS Turkey,01-07-2017,38.62621992
FS Turkey,01-08-2017,43.43454659
FS Turkey,01-09-2017,41.1660693
FS Turkey,01-10-2017,44.98515113
FS Turkey,01-11-2017,48.80080979
FS Turkey,01-12-2017,54.33188495
FS Turkey,01-01-2018,3.333810637
FS Turkey,01-02-2018,6.930830291
FS Turkey,01-03-2018,10.5356689
FS Turkey,01-04-2018,14.10249041
FS Turkey,01-05-2018,18.37463124
FS Turkey,01-06-2018,21.22399116
FS Turkey,01-07-2018,24.74150095
FS Turkey,01-08-2018,28.25910129
FS Turkey,01-09-2018,31.46842815
FS Turkey,01-10-2018,33.15164514
FS Turkey,01-11-2018,41.01433964
FS Turkey,01-12-2018,48.56872625
